os,arch,extended,version,filename
openbsd,386,noEx,0.57.1,hugo_0.57.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.57.1,hugo_0.57.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.57.1,hugo_0.57.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.57.1,hugo_extended_0.57.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.57.1,hugo_extended_0.57.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.57.0,hugo_0.57.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.57.0,hugo_0.57.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.57.0,hugo_0.57.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.57.0,hugo_0.57.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.57.0,hugo_0.57.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.57.0,hugo_0.57.0_Linux-64bit.tar.gz
linux,arm,noEx,0.57.0,hugo_0.57.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.57.0,hugo_0.57.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.57.0,hugo_0.57.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.57.0,hugo_0.57.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.57.0,hugo_0.57.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.57.0,hugo_0.57.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.57.0,hugo_0.57.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.57.0,hugo_0.57.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.57.0,hugo_0.57.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.57.0,hugo_0.57.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.57.0,hugo_extended_0.57.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.57.0,hugo_extended_0.57.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.56.3,hugo_0.56.3_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.56.3,hugo_0.56.3_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.56.3,hugo_0.56.3_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.56.3,hugo_0.56.3_FreeBSD-ARM.tar.gz
linux,386,noEx,0.56.3,hugo_0.56.3_Linux-32bit.tar.gz
linux,amd64,noEx,0.56.3,hugo_0.56.3_Linux-64bit.tar.gz
linux,arm,noEx,0.56.3,hugo_0.56.3_Linux-ARM.tar.gz
linux,arm64,noEx,0.56.3,hugo_0.56.3_Linux-ARM64.tar.gz
darwin,386,noEx,0.56.3,hugo_0.56.3_macOS-32bit.tar.gz
darwin,amd64,noEx,0.56.3,hugo_0.56.3_macOS-64bit.tar.gz
netbsd,386,noEx,0.56.3,hugo_0.56.3_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.56.3,hugo_0.56.3_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.56.3,hugo_0.56.3_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.56.3,hugo_0.56.3_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.56.3,hugo_0.56.3_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.56.3,hugo_0.56.3_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.56.3,hugo_extended_0.56.3_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.56.3,hugo_extended_0.56.3_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.56.2,hugo_0.56.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.56.2,hugo_0.56.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.56.2,hugo_0.56.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.56.2,hugo_0.56.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.56.2,hugo_0.56.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.56.2,hugo_0.56.2_Linux-64bit.tar.gz
linux,arm,noEx,0.56.2,hugo_0.56.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.56.2,hugo_0.56.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.56.2,hugo_0.56.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.56.2,hugo_0.56.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.56.2,hugo_0.56.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.56.2,hugo_0.56.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.56.2,hugo_0.56.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.56.2,hugo_0.56.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.56.2,hugo_0.56.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.56.2,hugo_0.56.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.56.2,hugo_extended_0.56.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.56.2,hugo_extended_0.56.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.56.1,hugo_0.56.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.56.1,hugo_0.56.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.56.1,hugo_0.56.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.56.1,hugo_0.56.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.56.1,hugo_0.56.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.56.1,hugo_0.56.1_Linux-64bit.tar.gz
linux,arm,noEx,0.56.1,hugo_0.56.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.56.1,hugo_0.56.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.56.1,hugo_0.56.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.56.1,hugo_0.56.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.56.1,hugo_0.56.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.56.1,hugo_0.56.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.56.1,hugo_0.56.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.56.1,hugo_0.56.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.56.1,hugo_0.56.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.56.1,hugo_0.56.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.56.1,hugo_extended_0.56.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.56.1,hugo_extended_0.56.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.56.0,hugo_0.56.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.56.0,hugo_0.56.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.56.0,hugo_0.56.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.56.0,hugo_0.56.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.56.0,hugo_0.56.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.56.0,hugo_0.56.0_Linux-64bit.tar.gz
linux,arm,noEx,0.56.0,hugo_0.56.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.56.0,hugo_0.56.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.56.0,hugo_0.56.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.56.0,hugo_0.56.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.56.0,hugo_0.56.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.56.0,hugo_0.56.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.56.0,hugo_0.56.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.56.0,hugo_0.56.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.56.0,hugo_0.56.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.56.0,hugo_0.56.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.56.0,hugo_extended_0.56.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.56.0,hugo_extended_0.56.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.55.6,hugo_0.55.6_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.55.6,hugo_0.55.6_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.55.6,hugo_0.55.6_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.55.6,hugo_0.55.6_FreeBSD-ARM.tar.gz
linux,386,noEx,0.55.6,hugo_0.55.6_Linux-32bit.tar.gz
linux,amd64,noEx,0.55.6,hugo_0.55.6_Linux-64bit.tar.gz
linux,arm,noEx,0.55.6,hugo_0.55.6_Linux-ARM.tar.gz
linux,arm64,noEx,0.55.6,hugo_0.55.6_Linux-ARM64.tar.gz
darwin,386,noEx,0.55.6,hugo_0.55.6_macOS-32bit.tar.gz
darwin,amd64,noEx,0.55.6,hugo_0.55.6_macOS-64bit.tar.gz
netbsd,386,noEx,0.55.6,hugo_0.55.6_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.55.6,hugo_0.55.6_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.55.6,hugo_0.55.6_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.55.6,hugo_0.55.6_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.55.6,hugo_0.55.6_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.55.6,hugo_0.55.6_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.55.6,hugo_extended_0.55.6_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.55.6,hugo_extended_0.55.6_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.55.5,hugo_0.55.5_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.55.5,hugo_0.55.5_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.55.5,hugo_0.55.5_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.55.5,hugo_0.55.5_FreeBSD-ARM.tar.gz
linux,386,noEx,0.55.5,hugo_0.55.5_Linux-32bit.tar.gz
linux,amd64,noEx,0.55.5,hugo_0.55.5_Linux-64bit.tar.gz
linux,arm,noEx,0.55.5,hugo_0.55.5_Linux-ARM.tar.gz
linux,arm64,noEx,0.55.5,hugo_0.55.5_Linux-ARM64.tar.gz
darwin,386,noEx,0.55.5,hugo_0.55.5_macOS-32bit.tar.gz
darwin,amd64,noEx,0.55.5,hugo_0.55.5_macOS-64bit.tar.gz
netbsd,386,noEx,0.55.5,hugo_0.55.5_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.55.5,hugo_0.55.5_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.55.5,hugo_0.55.5_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.55.5,hugo_0.55.5_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.55.5,hugo_0.55.5_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.55.5,hugo_0.55.5_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.55.5,hugo_extended_0.55.5_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.55.5,hugo_extended_0.55.5_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.55.4,hugo_0.55.4_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.55.4,hugo_0.55.4_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.55.4,hugo_0.55.4_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.55.4,hugo_0.55.4_FreeBSD-ARM.tar.gz
linux,386,noEx,0.55.4,hugo_0.55.4_Linux-32bit.tar.gz
linux,amd64,noEx,0.55.4,hugo_0.55.4_Linux-64bit.tar.gz
linux,arm,noEx,0.55.4,hugo_0.55.4_Linux-ARM.tar.gz
linux,arm64,noEx,0.55.4,hugo_0.55.4_Linux-ARM64.tar.gz
darwin,386,noEx,0.55.4,hugo_0.55.4_macOS-32bit.tar.gz
darwin,amd64,noEx,0.55.4,hugo_0.55.4_macOS-64bit.tar.gz
netbsd,386,noEx,0.55.4,hugo_0.55.4_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.55.4,hugo_0.55.4_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.55.4,hugo_0.55.4_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.55.4,hugo_0.55.4_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.55.4,hugo_0.55.4_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.55.4,hugo_0.55.4_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.55.4,hugo_extended_0.55.4_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.55.4,hugo_extended_0.55.4_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.55.3,hugo_0.55.3_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.55.3,hugo_0.55.3_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.55.3,hugo_0.55.3_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.55.3,hugo_0.55.3_FreeBSD-ARM.tar.gz
linux,386,noEx,0.55.3,hugo_0.55.3_Linux-32bit.tar.gz
linux,amd64,noEx,0.55.3,hugo_0.55.3_Linux-64bit.tar.gz
linux,arm,noEx,0.55.3,hugo_0.55.3_Linux-ARM.tar.gz
linux,arm64,noEx,0.55.3,hugo_0.55.3_Linux-ARM64.tar.gz
darwin,386,noEx,0.55.3,hugo_0.55.3_macOS-32bit.tar.gz
darwin,amd64,noEx,0.55.3,hugo_0.55.3_macOS-64bit.tar.gz
netbsd,386,noEx,0.55.3,hugo_0.55.3_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.55.3,hugo_0.55.3_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.55.3,hugo_0.55.3_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.55.3,hugo_0.55.3_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.55.3,hugo_0.55.3_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.55.3,hugo_0.55.3_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.55.3,hugo_extended_0.55.3_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.55.3,hugo_extended_0.55.3_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.55.2,hugo_0.55.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.55.2,hugo_0.55.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.55.2,hugo_0.55.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.55.2,hugo_0.55.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.55.2,hugo_0.55.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.55.2,hugo_0.55.2_Linux-64bit.tar.gz
linux,arm,noEx,0.55.2,hugo_0.55.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.55.2,hugo_0.55.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.55.2,hugo_0.55.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.55.2,hugo_0.55.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.55.2,hugo_0.55.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.55.2,hugo_0.55.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.55.2,hugo_0.55.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.55.2,hugo_0.55.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.55.2,hugo_0.55.2_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.55.2,hugo_0.55.2_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.55.2,hugo_extended_0.55.2_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.55.2,hugo_extended_0.55.2_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.55.1,hugo_0.55.1_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.55.1,hugo_0.55.1_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.55.1,hugo_0.55.1_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.55.1,hugo_0.55.1_FreeBSD-ARM.tar.gz
linux,386,noEx,0.55.1,hugo_0.55.1_Linux-32bit.tar.gz
linux,amd64,noEx,0.55.1,hugo_0.55.1_Linux-64bit.tar.gz
linux,arm,noEx,0.55.1,hugo_0.55.1_Linux-ARM.tar.gz
linux,arm64,noEx,0.55.1,hugo_0.55.1_Linux-ARM64.tar.gz
darwin,386,noEx,0.55.1,hugo_0.55.1_macOS-32bit.tar.gz
darwin,amd64,noEx,0.55.1,hugo_0.55.1_macOS-64bit.tar.gz
netbsd,386,noEx,0.55.1,hugo_0.55.1_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.55.1,hugo_0.55.1_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.55.1,hugo_0.55.1_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.55.1,hugo_0.55.1_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.55.1,hugo_0.55.1_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.55.1,hugo_0.55.1_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.55.1,hugo_extended_0.55.1_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.55.1,hugo_extended_0.55.1_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.55.0,hugo_0.55.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.55.0,hugo_0.55.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.55.0,hugo_0.55.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.55.0,hugo_0.55.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.55.0,hugo_0.55.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.55.0,hugo_0.55.0_Linux-64bit.tar.gz
linux,arm,noEx,0.55.0,hugo_0.55.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.55.0,hugo_0.55.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.55.0,hugo_0.55.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.55.0,hugo_0.55.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.55.0,hugo_0.55.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.55.0,hugo_0.55.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.55.0,hugo_0.55.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.55.0,hugo_0.55.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.55.0,hugo_0.55.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.55.0,hugo_0.55.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.55.0,hugo_extended_0.55.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.55.0,hugo_extended_0.55.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.54.0,hugo_0.54.0_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.54.0,hugo_0.54.0_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.54.0,hugo_0.54.0_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.54.0,hugo_0.54.0_FreeBSD-ARM.tar.gz
linux,386,noEx,0.54.0,hugo_0.54.0_Linux-32bit.tar.gz
linux,amd64,noEx,0.54.0,hugo_0.54.0_Linux-64bit.tar.gz
linux,arm,noEx,0.54.0,hugo_0.54.0_Linux-ARM.tar.gz
linux,arm64,noEx,0.54.0,hugo_0.54.0_Linux-ARM64.tar.gz
darwin,386,noEx,0.54.0,hugo_0.54.0_macOS-32bit.tar.gz
darwin,amd64,noEx,0.54.0,hugo_0.54.0_macOS-64bit.tar.gz
netbsd,386,noEx,0.54.0,hugo_0.54.0_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.54.0,hugo_0.54.0_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.54.0,hugo_0.54.0_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.54.0,hugo_0.54.0_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.54.0,hugo_0.54.0_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.54.0,hugo_0.54.0_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.54.0,hugo_extended_0.54.0_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.54.0,hugo_extended_0.54.0_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.53,hugo_0.53_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.53,hugo_0.53_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.53,hugo_0.53_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.53,hugo_0.53_FreeBSD-ARM.tar.gz
linux,386,noEx,0.53,hugo_0.53_Linux-32bit.tar.gz
linux,amd64,noEx,0.53,hugo_0.53_Linux-64bit.tar.gz
linux,arm,noEx,0.53,hugo_0.53_Linux-ARM.tar.gz
linux,arm64,noEx,0.53,hugo_0.53_Linux-ARM64.tar.gz
darwin,386,noEx,0.53,hugo_0.53_macOS-32bit.tar.gz
darwin,amd64,noEx,0.53,hugo_0.53_macOS-64bit.tar.gz
netbsd,386,noEx,0.53,hugo_0.53_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.53,hugo_0.53_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.53,hugo_0.53_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.53,hugo_0.53_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.53,hugo_0.53_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.53,hugo_0.53_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.53,hugo_extended_0.53_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.53,hugo_extended_0.53_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.52,hugo_0.52_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.52,hugo_0.52_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.52,hugo_0.52_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.52,hugo_0.52_FreeBSD-ARM.tar.gz
linux,386,noEx,0.52,hugo_0.52_Linux-32bit.tar.gz
linux,amd64,noEx,0.52,hugo_0.52_Linux-64bit.tar.gz
linux,arm,noEx,0.52,hugo_0.52_Linux-ARM.tar.gz
linux,arm64,noEx,0.52,hugo_0.52_Linux-ARM64.tar.gz
darwin,386,noEx,0.52,hugo_0.52_macOS-32bit.tar.gz
darwin,amd64,noEx,0.52,hugo_0.52_macOS-64bit.tar.gz
netbsd,386,noEx,0.52,hugo_0.52_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.52,hugo_0.52_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.52,hugo_0.52_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.52,hugo_0.52_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.52,hugo_0.52_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.52,hugo_0.52_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.52,hugo_extended_0.52_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.52,hugo_extended_0.52_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.51,hugo_0.51_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.51,hugo_0.51_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.51,hugo_0.51_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.51,hugo_0.51_FreeBSD-ARM.tar.gz
linux,386,noEx,0.51,hugo_0.51_Linux-32bit.tar.gz
linux,amd64,noEx,0.51,hugo_0.51_Linux-64bit.tar.gz
linux,arm,noEx,0.51,hugo_0.51_Linux-ARM.tar.gz
linux,arm64,noEx,0.51,hugo_0.51_Linux-ARM64.tar.gz
darwin,386,noEx,0.51,hugo_0.51_macOS-32bit.tar.gz
darwin,amd64,noEx,0.51,hugo_0.51_macOS-64bit.tar.gz
netbsd,386,noEx,0.51,hugo_0.51_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.51,hugo_0.51_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.51,hugo_0.51_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.51,hugo_0.51_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.51,hugo_0.51_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.51,hugo_0.51_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.51,hugo_extended_0.51_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.51,hugo_extended_0.51_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.50,hugo_0.50_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.50,hugo_0.50_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.50,hugo_0.50_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.50,hugo_0.50_FreeBSD-ARM.tar.gz
linux,386,noEx,0.50,hugo_0.50_Linux-32bit.tar.gz
linux,amd64,noEx,0.50,hugo_0.50_Linux-64bit.tar.gz
linux,arm,noEx,0.50,hugo_0.50_Linux-ARM.tar.gz
linux,arm64,noEx,0.50,hugo_0.50_Linux-ARM64.tar.gz
darwin,386,noEx,0.50,hugo_0.50_macOS-32bit.tar.gz
darwin,amd64,noEx,0.50,hugo_0.50_macOS-64bit.tar.gz
netbsd,386,noEx,0.50,hugo_0.50_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.50,hugo_0.50_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.50,hugo_0.50_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.50,hugo_0.50_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.50,hugo_0.50_OpenBSD-64bit.tar.gz
openbsd,arm,noEx,0.50,hugo_0.50_OpenBSD-ARM.tar.gz
linux,amd64,hasEx,0.50,hugo_extended_0.50_Linux-64bit.tar.gz
darwin,amd64,hasEx,0.50,hugo_extended_0.50_macOS-64bit.tar.gz
dragonfly,amd64,noEx,0.49.2,hugo_0.49.2_DragonFlyBSD-64bit.tar.gz
freebsd,386,noEx,0.49.2,hugo_0.49.2_FreeBSD-32bit.tar.gz
freebsd,amd64,noEx,0.49.2,hugo_0.49.2_FreeBSD-64bit.tar.gz
freebsd,arm,noEx,0.49.2,hugo_0.49.2_FreeBSD-ARM.tar.gz
linux,386,noEx,0.49.2,hugo_0.49.2_Linux-32bit.tar.gz
linux,amd64,noEx,0.49.2,hugo_0.49.2_Linux-64bit.tar.gz
linux,arm,noEx,0.49.2,hugo_0.49.2_Linux-ARM.tar.gz
linux,arm64,noEx,0.49.2,hugo_0.49.2_Linux-ARM64.tar.gz
darwin,386,noEx,0.49.2,hugo_0.49.2_macOS-32bit.tar.gz
darwin,amd64,noEx,0.49.2,hugo_0.49.2_macOS-64bit.tar.gz
netbsd,386,noEx,0.49.2,hugo_0.49.2_NetBSD-32bit.tar.gz
netbsd,amd64,noEx,0.49.2,hugo_0.49.2_NetBSD-64bit.tar.gz
netbsd,arm,noEx,0.49.2,hugo_0.49.2_NetBSD-ARM.tar.gz
openbsd,386,noEx,0.49.2,hugo_0.49.2_OpenBSD-32bit.tar.gz
openbsd,amd64,noEx,0.49.2,hugo_0.49.2_OpenBSD-64bit.tar.gz
